Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45911510,03/29/2020 10:28:09 AM,03/29/2020 03:51:23 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Park/Playground,11373,78-04 WOODSIDE AVENUE,WOODSIDE AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,,ELMHURST,WOODSIDE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 07:51:26 PM,04 QUEENS,4015240002,QUEENS,1015579,210242,ONLINE,Unspecified,QUEENS,,,,,,,,40.74368682991260,-73.88693934559380,"(40.74368682991259, -73.88693934559375)"
45912067,03/29/2020 07:19:10 PM,03/29/2020 07:48:27 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10035,2027 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  123 STREET,EAST  124 STREET,EAST  123 STREET,EAST  124 STREET,,NEW YORK,LEXINGTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 11:48:28 PM,11 MANHATTAN,1017720052,MANHATTAN,1001356,231937,PHONE,Unspecified,MANHATTAN,,,,,,,,40.803272856721900,-73.93821231273650,"(40.803272856721925, -73.93821231273648)"
45911505,03/30/2020 12:47:15 AM,03/30/2020 01:41:40 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11207,PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,STANLEY AVENUE,PENNSYLVANIA AVENUE,STANLEY AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 05:41:42 AM,05 BROOKLYN,,BROOKLYN,1014932,178651,PHONE,Unspecified,BROOKLYN,,,,,,,,40.656979266383300,-73.88941816835140,"(40.656979266383345, -73.88941816835141)"
45913679,03/29/2020 10:12:30 PM,,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,,BRONX,HOE AVENUE,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,03/30/2020 05:33:47 AM,03 BRONX,2029830030,BRONX,1015446,244002,ONLINE,Unspecified,BRONX,,,,,,,,40.83634934042210,-73.88726251817740,"(40.83634934042209, -73.88726251817741)"
45914214,03/29/2020 11:48:27 AM,03/29/2020 03:02:06 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11220,140 58 STREET,58 STREET,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,,BROOKLYN,58 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 07:02:08 PM,07 BROOKLYN,3057780001,BROOKLYN,977905,174391,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64533737627990,-74.02286419138080,"(40.64533737627992, -74.02286419138082)"
45914209,03/29/2020 01:58:57 PM,03/29/2020 10:37:22 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11101,33-00 NORTHERN BOULEVARD,NORTHERN BOULEVARD,33 STREET,34 STREET,33 STREET,34 STREET,,LONG ISLAND CITY,NORTHERN BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 02:37:23 AM,01 QUEENS,4002147501,QUEENS,1003340,213253,ONLINE,Unspecified,QUEENS,,,,,,,,40.75198615407520,-73.9310990962687,"(40.75198615407519, -73.9310990962687)"
45912422,03/29/2020 03:01:24 PM,03/29/2020 05:34:32 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10016,550 2 AVENUE,2 AVENUE,EAST   30 STREET,EAST   31 STREET,EAST   30 STREET,EAST   31 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 09:34:34 PM,06 MANHATTAN,1009360001,MANHATTAN,990503,209809,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74255163567110,-73.97743445249530,"(40.74255163567114, -73.97743445249529)"
45912705,03/29/2020 02:01:10 PM,03/29/2020 02:12:50 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11104,46-02 QUEENS BOULEVARD,QUEENS BOULEVARD,46 STREET,47 STREET,46 STREET,47 STREET,,SUNNYSIDE,QUEENS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 06:12:55 PM,02 QUEENS,4001520007,QUEENS,1006821,210029,ONLINE,Unspecified,QUEENS,,,,,,,,40.74312888790110,-73.91854606533550,"(40.74312888790109, -73.91854606533545)"
45914656,03/29/2020 01:07:02 PM,03/29/2020 02:09:59 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11433,106-34 155 STREET,155 STREET,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,,JAMAICA,155 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 06:10:01 PM,12 QUEENS,4101220027,QUEENS,1040029,193054,ONLINE,Unspecified,QUEENS,,,,,,,,40.69638961994540,-73.79884642989480,"(40.69638961994543, -73.79884642989478)"
45912937,03/29/2020 01:04:01 PM,03/30/2020 12:41:58 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10456,256 EAST  167 STREET,EAST  167 STREET,GRANT AVENUE,MORRIS AVENUE,GRANT AVENUE,MORRIS AVENUE,,BRONX,EAST  167 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/30/2020 04:42:00 AM,04 BRONX,2024490053,BRONX,1007873,242942,PHONE,Unspecified,BRONX,,,,,,,,40.83346345205570,-73.91463387285760,"(40.83346345205566, -73.91463387285764)"
45913190,03/29/2020 03:22:27 PM,03/29/2020 05:13:37 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11356,133-11 20 AVENUE,20 AVENUE,132 STREET,UNNAMED STREET,132 STREET,UNNAMED STREET,,COLLEGE POINT,20 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 09:13:46 PM,07 QUEENS,4041380001,QUEENS,1029884,224100,PHONE,Unspecified,QUEENS,,,,,,,,40.78166115859380,-73.83522123353460,"(40.78166115859382, -73.83522123353457)"
45913628,03/29/2020 11:18:19 AM,03/29/2020 11:41:03 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10025,13 WEST  100 STREET,WEST  100 STREET,CENTRAL PARK POOL PATH,MANHATTAN AVENUE,CENTRAL PARK POOL PATH,MANHATTAN AVENUE,,NEW YORK,WEST  100 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 03:41:16 PM,07 MANHATTAN,1018360026,MANHATTAN,994437,228695,PHONE,Unspecified,MANHATTAN,,,,,,,,40.794385137395100,-73.96320898488710,"(40.794385137395125, -73.96320898488706)"
45912389,03/29/2020 09:35:37 AM,03/29/2020 02:46:27 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11216,FULTON STREET,FULTON STREET,FULTON STREET,NOSTRAND AVENUE,FULTON STREET,NOSTRAND AVENUE,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/29/2020 06:46:28 PM,03 BROOKLYN,,BROOKLYN,998241,187165,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68039039639540,-73.94955696438570,"(40.68039039639543, -73.94955696438566)"
45912077,03/29/2020 11:31:09 AM,03/29/2020 01:33:40 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11226,2210 VANDERVEER PLACE,VANDERVEER PLACE,FLATBUSH AVENUE,EAST   23 STREET,FLATBUSH AVENUE,EAST   23 STREET,,BROOKLYN,VANDERVEER PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 05:33:45 PM,14 BROOKLYN,3051880028,BROOKLYN,996266,173168,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64197462630200,-73.95670255539350,"(40.64197462630204, -73.95670255539349)"
45912420,03/29/2020 02:22:28 PM,03/29/2020 02:42:25 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11211,474 BROADWAY,BROADWAY,NEW MONTROSE AVENUE,RUTLEDGE STREET,NEW MONTROSE AVENUE,RUTLEDGE STREET,,BROOKLYN,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 06:42:27 PM,01 BROOKLYN,3022210028,BROOKLYN,997688,196547,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70614266878800,-73.95153202962570,"(40.70614266878802, -73.95153202962574)"
45911956,03/29/2020 09:27:34 PM,03/29/2020 09:29:48 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11237,300 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,SUYDAM STREET,HART STREET,SUYDAM STREET,HART STREET,,BROOKLYN,KNICKERBOCKER AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 01:29:53 AM,04 BROOKLYN,3032190030,BROOKLYN,1005450,194953,PHONE,Unspecified,BROOKLYN,,,,,,,,40.701752322580400,-73.92354119797330,"(40.701752322580354, -73.92354119797334)"
45913340,03/29/2020 03:25:11 PM,03/29/2020 05:52:36 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11235,JUGHANDLE,JUGHANDLE,JUGHANDLE,MACKENZIE STREET,JUGHANDLE,MACKENZIE STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 09:52:37 PM,15 BROOKLYN,,BROOKLYN,1000972,149979,PHONE,Unspecified,BROOKLYN,,,,,,,,40.578317967655600,-73.93980277601730,"(40.578317967655614, -73.93980277601726)"
45913403,03/29/2020 03:29:23 PM,03/29/2020 05:05:24 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11385,59-16 METROPOLITAN AVENUE,METROPOLITAN AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,,RIDGEWOOD,METROPOLITAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 09:05:26 PM,05 QUEENS,,QUEENS,1010443,199010,PHONE,Unspecified,QUEENS,,,,,,,,40.712874451912400,-73.9055179383494,"(40.712874451912356, -73.9055179383494)"
45911981,03/29/2020 06:18:25 PM,03/29/2020 06:27:15 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11368,97-20 57 AVENUE,57 AVENUE,97 STREET,97 PLACE,97 STREET,97 PLACE,,CORONA,57 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 10:27:18 PM,04 QUEENS,4019180060,QUEENS,1022094,207937,ONLINE,Unspecified,QUEENS,,,,,,,,40.73733470573330,-73.86344089990740,"(40.73733470573327, -73.86344089990737)"
45911482,03/29/2020 08:58:55 AM,03/29/2020 09:14:41 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10035,201 EAST  125 STREET,EAST  125 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST  125 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 01:14:43 PM,11 MANHATTAN,1017900001,MANHATTAN,1002114,232044,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80356504224640,-73.93547409688430,"(40.80356504224644, -73.93547409688429)"
45911502,03/29/2020 02:50:14 PM,03/29/2020 05:52:16 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11235,MANHATTAN BEACH,MANHATTAN BEACH,OCEAN AVENUE,OCEAN AVENUE,OCEAN AVENUE,OCEAN AVENUE,,BROOKLYN,MANHATTAN BEACH,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 09:52:22 PM,15 BROOKLYN,3087600485,BROOKLYN,999820,149163,PHONE,Unspecified,BROOKLYN,,,,,,,,40.57608030673160,-73.9439517182475,"(40.57608030673163, -73.9439517182475)"
45912434,03/29/2020 02:50:44 PM,03/29/2020 06:25:24 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10453,EAST  181 STREET,EAST  181 STREET,EAST  181 STREET,GRAND CONCOURSE,EAST  181 STREET,GRAND CONCOURSE,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/29/2020 10:25:29 PM,05 BRONX,,BRONX,1011399,250642,PHONE,Unspecified,BRONX,,,,,,,,40.854587547076200,-73.90186084855700,"(40.854587547076186, -73.90186084855698)"
45914196,03/29/2020 07:16:47 PM,03/29/2020 10:04:32 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11249,40 NORTH    4 STREET,NORTH    4 STREET,NORTH    4 PLACE,WYTHE AVENUE,NORTH    4 PLACE,WYTHE AVENUE,,BROOKLYN,NORTH    4 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the pre,03/30/2020 02:04:37 AM,01 BROOKLYN,3023490015,BROOKLYN,994447,201041,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71848195630630,-73.96321480997300,"(40.71848195630628, -73.96321480997295)"
45914661,03/29/2020 08:41:05 AM,03/29/2020 11:39:11 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11220,140 58 STREET,58 STREET,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,,BROOKLYN,58 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 03:39:13 PM,07 BROOKLYN,3057780001,BROOKLYN,977905,174391,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64533737627990,-74.02286419138080,"(40.64533737627992, -74.02286419138082)"
45913686,03/29/2020 08:45:33 AM,03/29/2020 09:31:55 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11218,663 EAST    7 STREET,EAST    7 STREET,DITMAS AVENUE,18 AVENUE,DITMAS AVENUE,18 AVENUE,,BROOKLYN,EAST    7 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 01:31:59 PM,12 BROOKLYN,3054010079,BROOKLYN,992252,170745,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63532854547040,-73.97116913793870,"(40.63532854547043, -73.97116913793874)"
45914701,03/29/2020 07:46:27 PM,03/29/2020 10:29:57 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11419,124-16 LIBERTY AVENUE,LIBERTY AVENUE,124 STREET,125 STREET,124 STREET,125 STREET,,SOUTH RICHMOND HILL,LIBERTY AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 02:30:02 AM,10 QUEENS,4095780007,QUEENS,1034186,189936,ONLINE,Unspecified,QUEENS,,,,,,,,40.68786634719860,-73.81994085661960,"(40.68786634719858, -73.81994085661961)"
45914696,03/29/2020 09:59:56 AM,03/29/2020 12:20:08 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11218,573 MCDONALD AVENUE,MCDONALD AVENUE,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,,BROOKLYN,MCDONALD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 04:20:11 PM,12 BROOKLYN,3053700089,BROOKLYN,990085,172405,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.639886583797600,-73.97897530993160,"(40.639886583797555, -73.97897530993157)"
45911487,03/29/2020 04:00:52 PM,03/29/2020 05:50:51 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10306,14 ROCKLAND AVENUE,ROCKLAND AVENUE,RICHMOND ROAD,ST ANDREWS ROAD,RICHMOND ROAD,ST ANDREWS ROAD,,STATEN ISLAND,ROCKLAND AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 09:50:56 PM,02 STATEN ISLAND,5022420065,STATEN ISLAND,948941,149336,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.576498516609200,-74.12710479968620,"(40.576498516609156, -74.12710479968618)"
45913894,03/29/2020 02:49:22 PM,03/29/2020 03:10:29 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11208,176 NICHOLS AVENUE,NICHOLS AVENUE,O'BRIEN PLACE,RIDGEWOOD AVENUE,O'BRIEN PLACE,RIDGEWOOD AVENUE,,BROOKLYN,NICHOLS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 07:10:33 PM,05 BROOKLYN,3041210058,BROOKLYN,1020538,189440,PHONE,Unspecified,BROOKLYN,,,,,,,,40.686571421381700,-73.86915537616440,"(40.686571421381664, -73.86915537616436)"
45912472,03/29/2020 10:53:19 AM,03/29/2020 03:27:44 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11375,106-28 QUEENS BOULEVARD,QUEENS BOULEVARD,69 ROAD,70 AVENUE,69 ROAD,70 AVENUE,,FOREST HILLS,QUEENS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 07:27:48 PM,06 QUEENS,4032370018,QUEENS,1026617,202377,PHONE,Unspecified,QUEENS,,,,,,,,40.72205337833650,-73.84715480953210,"(40.72205337833647, -73.84715480953214)"
45913336,03/29/2020 09:38:04 PM,03/29/2020 10:14:51 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10032,600 WEST  164 STREET,WEST  164 STREET,BROADWAY,FT WASHINGTON AVENUE,BROADWAY,FT WASHINGTON AVENUE,,NEW YORK,WEST  164 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 02:14:55 AM,12 MANHATTAN,1021370141,MANHATTAN,1000286,244796,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83856917947120,-73.94204647344910,"(40.83856917947116, -73.94204647344907)"
45911498,03/29/2020 12:19:19 PM,03/29/2020 02:08:03 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11226,1824 CHURCH AVENUE,CHURCH AVENUE,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,,BROOKLYN,CHURCH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 06:08:05 PM,14 BROOKLYN,3050990010,BROOKLYN,994577,175925,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64954412606070,-73.9627843346592,"(40.64954412606065, -73.9627843346592)"
45912062,03/29/2020 04:15:20 PM,03/29/2020 04:58:15 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11385,89-89 UNION TURNPIKE,UNION TURNPIKE,MARGARET PLACE,LIRR MONTAUK LINE,MARGARET PLACE,LIRR MONTAUK LINE,,RIDGEWOOD,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 08:58:17 PM,06 QUEENS,4038860380,QUEENS,1024412,196761,ONLINE,Unspecified,QUEENS,,,,,,,,40.70664910607480,-73.85514316099590,"(40.70664910607482, -73.85514316099588)"
45912473,03/29/2020 02:59:34 PM,03/29/2020 05:24:45 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10035,107 EAST  126 STREET,EAST  126 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,,NEW YORK,EAST  126 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 09:24:47 PM,11 MANHATTAN,1017750006,MANHATTAN,1001415,232751,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80550694791080,-73.93799712086530,"(40.80550694791084, -73.93799712086526)"
45914171,03/29/2020 08:01:48 PM,03/29/2020 09:33:30 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10040,4441 BROADWAY,BROADWAY,FAIRVIEW AVENUE,WEST  192 STREET,FAIRVIEW AVENUE,WEST  192 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:33:32 AM,12 MANHATTAN,1021800505,MANHATTAN,1002908,251472,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85688767546480,-73.93255208623480,"(40.85688767546475, -73.93255208623478)"
45913204,03/29/2020 09:20:57 PM,03/29/2020 10:20:25 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11106,36-11 BROADWAY,BROADWAY,36 STREET,37 STREET,36 STREET,37 STREET,,ASTORIA,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 02:20:30 AM,01 QUEENS,4006490003,QUEENS,1006129,216151,ONLINE,Unspecified,QUEENS,,,,,,,,40.75993396169680,-73.92102342590160,"(40.75993396169675, -73.92102342590164)"
45914213,03/29/2020 04:55:58 PM,03/29/2020 06:28:54 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11201,21 FLUSHING AVENUE,FLUSHING AVENUE,NASSAU STREET,NORTH ELLIOTT PLACE,NASSAU STREET,NORTH ELLIOTT PLACE,,BROOKLYN,FLUSHING AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 10:28:57 PM,02 BROOKLYN,3020230050,BROOKLYN,990144,193641,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69817462136230,-73.9787441536262,"(40.69817462136232, -73.9787441536262)"
45912069,03/29/2020 10:26:40 PM,03/29/2020 10:37:01 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11218,4307 18 AVENUE,18 AVENUE,EAST    2 STREET,MCDONALD AVENUE,EAST    2 STREET,MCDONALD AVENUE,,BROOKLYN,18 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 02:37:06 AM,14 BROOKLYN,3054150022,BROOKLYN,990840,169228,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63116586530840,-73.97625799437060,"(40.63116586530841, -73.97625799437061)"
45912725,03/29/2020 12:09:53 PM,03/29/2020 01:18:27 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11204,5312 16 AVENUE,16 AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,,BROOKLYN,16 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 05:18:29 PM,12 BROOKLYN,3054770039,BROOKLYN,987590,168325,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.628689142504100,-73.98796732089520,"(40.628689142504065, -73.98796732089522)"
45913830,03/30/2020 12:44:27 AM,03/30/2020 12:47:34 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11207,PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,STANLEY AVENUE,PENNSYLVANIA AVENUE,STANLEY AVENUE,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/30/2020 04:47:40 AM,05 BROOKLYN,,BROOKLYN,1014932,178651,PHONE,Unspecified,BROOKLYN,,,,,,,,40.656979266383300,-73.88941816835140,"(40.656979266383345, -73.88941816835141)"
